variable,variable_type,responses,question_standardized,response_standardized
difreq,Categorical,ON_AND_OFF,difficulty_breathing_frequency,on_and_off
difreq,Categorical,DK,difficulty_breathing_frequency,dk
difreq,Categorical,REF,difficulty_breathing_frequency,refuse_to_answer
vesfbth,Categorical,YES,fast_breathing,yes
vesfbth,Categorical,NO,fast_breathing,no
vesfbth,Categorical,DK,fast_breathing,dk
vesfbth,Categorical,REF,fast_breathing,refuse_to_answer
vesfbthd,Non-categorical,Non-categorical variable,days_fast_breathing,
vesfbthm,Non-categorical,Non-categorical variable,months_fast_breathing,
dib,Categorical,YES,breathlessness,yes
dib,Categorical,NO,breathlessness,no
dib,Categorical,DK,breathlessness,dk
dib,Categorical,REF,breathlessness,refuse_to_answer
dibd,Non-categorical,Non-categorical variable,days_breathlessness,
dibm,Non-categorical,Non-categorical variable,months_breathlessness,
unable,Categorical,YES,unable_daily_routine,yes
unable,Categorical,NO,unable_daily_routine,no
unable,Categorical,DK,unable_daily_routine,dk
unable,Categorical,REF,unable_daily_routine,refuse_to_answer
dibs,Categorical,YES,breathless_lying_flat,yes
dibs,Categorical,NO,breathless_lying_flat,no
dibs,Categorical,DK,breathless_lying_flat,dk
dibs,Categorical,REF,breathless_lying_flat,refuse_to_answer
vesin,Categorical,YES,chest_pull_in,yes
vesin,Categorical,NO,chest_pull_in,no
vesin,Categorical,DK,chest_pull_in,dk
vesin,Categorical,REF,chest_pull_in,refuse_to_answer
bresound,Categorical,STRIDOR,breathing_sound,stridor
bresound,Categorical,GRUNTING,breathing_sound,grunting
bresound,Categorical,WHEEZING,breathing_sound,wheezing
bresound,Categorical,NO,breathing_sound,no
bresound,Categorical,DK,breathing_sound,dk
bresound,Categorical,REF,breathing_sound,refuse_to_answer
chp,Categorical,YES,chest_pain,yes
chp,Categorical,NO,chest_pain,no
chp,Categorical,DK,chest_pain,dk
chp,Categorical,REF,chest_pain,refuse_to_answer
schp,Categorical,YES,chest_pain_severe,yes
schp,Categorical,NO,chest_pain_severe,no
schp,Categorical,DK,chest_pain_severe,dk
schp,Categorical,REF,chest_pain_severe,refuse_to_answer
chpmin,Non-categorical,Non-categorical variable,minutes_chest_pain,
chphr,Non-categorical,Non-categorical variable,hours_chest_pain,
chpd,Non-categorical,Non-categorical variable,days_chest_pain,
diar,Categorical,YES,diarrhea,yes
diar,Categorical,NO,diarrhea,no
diar,Categorical,DK,diarrhea,dk
diar,Categorical,REF,diarrhea,refuse_to_answer
ddia,Non-categorical,Non-categorical variable,days_diarrhea,
mdia,Non-categorical,Non-categorical variable,months_diarrhea,
diastad,Non-categorical,Non-categorical variable,days_diarrhea_start,
diastam,Non-categorical,Non-categorical variable,months_diarrhea_start,
diacont,Categorical,YES,diarrhea_continue,yes
diacont,Categorical,NO,diarrhea_continue,no
diacont,Categorical,DK,diarrhea_continue,dk
diacont,Categorical,REF,diarrhea_continue,refuse_to_answer
bts,Categorical,YES,bloody_stool,yes
bts,Categorical,NO,bloody_stool,no
bts,Categorical,DK,bloody_stool,dk
bts,Categorical,REF,bloody_stool,refuse_to_answer
btsend,Categorical,YES,bloody_stool_until_death,yes
btsend,Categorical,NO,bloody_stool_until_death,no
btsend,Categorical,DK,bloody_stool_until_death,dk
btsend,Categorical,REF,bloody_stool_until_death,refuse_to_answer
vom,Categorical,YES,vomit,yes
vom,Categorical,NO,vomit,no
vom,Categorical,DK,vomit,dk
vom,Categorical,REF,vomit,refuse_to_answer
dvom,Non-categorical,Non-categorical variable,days_vomit,
mvom,Non-categorical,Non-categorical variable,months_vomit,
bvom,Categorical,YES,bloody_vomit,yes
bvom,Categorical,NO,bloody_vomit,no
bvom,Categorical,DK,bloody_vomit,dk
bvom,Categorical,REF,bloody_vomit,refuse_to_answer
blackvom,Categorical,YES,black_vomit,yes
blackvom,Categorical,NO,black_vomit,no
blackvom,Categorical,DK,black_vomit,dk
blackvom,Categorical,REF,black_vomit,refuse_to_answer
abp,Categorical,YES,abdomen_problem,yes
abp,Categorical,NO,abdomen_problem,no
abp,Categorical,DK,abdomen_problem,dk
abp,Categorical,REF,abdomen_problem,refuse_to_answer
bep,Categorical,YES,abdomen_pain,yes
bep,Categorical,NO,abdomen_pain,no
bep,Categorical,DK,abdomen_pain,dk
bep,Categorical,REF,abdomen_pain,refuse_to_answer
sevbep,Categorical,YES,abdomen_pain_severe,yes
sevbep,Categorical,NO,abdomen_pain_severe,no
sevbep,Categorical,DK,abdomen_pain_severe,dk
sevbep,Categorical,REF,abdomen_pain_severe,refuse_to_answer
bephr,Non-categorical,Non-categorical variable,hours_abdomen_pain,
bepd,Non-categorical,Non-categorical variable,days_abdomen_pain,
bepw,Non-categorical,Non-categorical variable,weeks_abdomen_pain,
bepm,Non-categorical,Non-categorical variable,months_abdomen_pain,
uplobe,Categorical,UPPER_ABDOMEN,upper_lower_abdomen_pain,upper_abdomen
uplobe,Categorical,LOWER_ABDOMEN,upper_lower_abdomen_pain,lower_abdomen
uplobe,Categorical,UPPER_LOWER_ABDOMEN,upper_lower_abdomen_pain,upper_lower_abdomen
uplobe,Categorical,DK,upper_lower_abdomen_pain,dk
uplobe,Categorical,REF,upper_lower_abdomen_pain,refuse_to_answer
abd,Categorical,YES,protruding_abdomen,yes
abd,Categorical,NO,protruding_abdomen,no
abd,Categorical,DK,protruding_abdomen,dk
abd,Categorical,REF,protruding_abdomen,refuse_to_answer
dabd,Non-categorical,Non-categorical variable,days_protruding_abdomen,
mabd,Non-categorical,Non-categorical variable,months_protruding_abdomen,
rabd,Categorical,RAPIDLY,rapidly_protruding_abdomen,rapidly
rabd,Categorical,SLOWLY,rapidly_protruding_abdomen,slowly
rabd,Categorical,DK,rapidly_protruding_abdomen,dk
rabd,Categorical,REF,rapidly_protruding_abdomen,refuse_to_answer
abm,Categorical,YES,abdomen_mass,yes
abm,Categorical,NO,abdomen_mass,no
abm,Categorical,DK,abdomen_mass,dk
abm,Categorical,REF,abdomen_mass,refuse_to_answer
dabm,Non-categorical,Non-categorical variable,days_abdomen_mass,
mabm,Non-categorical,Non-categorical variable,months_abdomen_mass,
heasev,Categorical,YES,severe_headache,yes
heasev,Categorical,NO,severe_headache,no
heasev,Categorical,DK,severe_headache,dk
heasev,Categorical,REF,severe_headache,refuse_to_answer
nstif,Categorical,YES,stiff_neck,yes
nstif,Categorical,NO,stiff_neck,no
nstif,Categorical,DK,stiff_neck,dk
nstif,Categorical,REF,stiff_neck,refuse_to_answer
nstifd,Non-categorical,Non-categorical variable,days_stiff_neck,
nstifm,Non-categorical,Non-categorical variable,months_stiff_neck,
npain,Categorical,YES,painful_neck,yes
npain,Categorical,NO,painful_neck,no
npain,Categorical,DK,painful_neck,dk
npain,Categorical,REF,painful_neck,refuse_to_answer
npaind,Non-categorical,Non-categorical variable,days_painful_neck,
npainm,Non-categorical,Non-categorical variable,months_painful_neck,
mencon,Categorical,YES,mental_confusion,yes
mencon,Categorical,NO,mental_confusion,no
mencon,Categorical,DK,mental_confusion,dk
mencon,Categorical,REF,mental_confusion,refuse_to_answer
dmencon,Non-categorical,Non-categorical variable,days_mental_confusion,
mmencon,Non-categorical,Non-categorical variable,months_mental_confusion,
lcsn,Categorical,YES,unconscious,yes
lcsn,Categorical,NO,unconscious,no
lcsn,Categorical,DK,unconscious,dk
lcsn,Categorical,REF,unconscious,refuse_to_answer
lcsnmore,Categorical,YES,unconscious_24_hours,yes
lcsnmore,Categorical,NO,unconscious_24_hours,no
lcsnmore,Categorical,DK,unconscious_24_hours,dk
lcsnmore,Categorical,REF,unconscious_24_hours,refuse_to_answer
lcsnh,Non-categorical,Non-categorical variable,hours_unconscious,
lcsnd,Non-categorical,Non-categorical variable,days_unconscious,
sduc,Categorical,YES,unconscious_sudden ,yes
sduc,Categorical,NO,unconscious_sudden ,no
sduc,Categorical,DK,unconscious_sudden ,dk
sduc,Categorical,REF,unconscious_sudden ,refuse_to_answer
deuc,Categorical,YES,unconscious_continue,yes
deuc,Categorical,NO,unconscious_continue,no
deuc,Categorical,DK,unconscious_continue,dk
deuc,Categorical,REF,unconscious_continue,refuse_to_answer
fit,Categorical,YES,convulsions,yes
fit,Categorical,NO,convulsions,no
fit,Categorical,DK,convulsions,dk
fit,Categorical,REF,convulsions,refuse_to_answer
fitgen,Categorical,YES,generalized_convulsions,yes
fitgen,Categorical,NO,generalized_convulsions,no
fitgen,Categorical,DK,generalized_convulsions,dk
fitgen,Categorical,REF,generalized_convulsions,refuse_to_answer
minfit,Non-categorical,Non-categorical variable,minutes_convulsions,
unconv,Categorical,YES,convulsions_unconscious,yes
unconv,Categorical,NO,convulsions_unconscious,no
unconv,Categorical,DK,convulsions_unconscious,dk
unconv,Categorical,REF,convulsions_unconscious,refuse_to_answer
urine,Categorical,YES,urine_problems,yes
urine,Categorical,NO,urine_problems,no
urine,Categorical,DK,urine_problems,dk
urine,Categorical,REF,urine_problems,refuse_to_answer
mourine,Categorical,YES,urine_often,yes
mourine,Categorical,NO,urine_often,no
mourine,Categorical,DK,urine_often,dk
mourine,Categorical,REF,urine_often,refuse_to_answer
blurin,Categorical,YES,urine_blood,yes
blurin,Categorical,NO,urine_blood,no
blurin,Categorical,DK,urine_blood,dk
blurin,Categorical,REF,urine_blood,refuse_to_answer
stopurin,Categorical,YES,urine_stop,yes
stopurin,Categorical,NO,urine_stop,no
stopurin,Categorical,DK,urine_stop,dk
stopurin,Categorical,REF,urine_stop,refuse_to_answer
ulcer,Categorical,YES,ulcers,yes
ulcer,Categorical,NO,ulcers,no
ulcer,Categorical,DK,ulcers,dk
ulcer,Categorical,REF,ulcers,refuse_to_answer
sore,Categorical,YES,sores,yes
sore,Categorical,NO,sores,no
sore,Categorical,DK,sores,dk
sore,Categorical,REF,sores,refuse_to_answer
sorepus,Categorical,YES,pus,yes
sorepus,Categorical,NO,pus,no
sorepus,Categorical,DK,pus,dk
sorepus,Categorical,REF,pus,refuse_to_answer
ulcerft,Categorical,YES,ulcer_foot,yes
ulcerft,Categorical,NO,ulcer_foot,no
ulcerft,Categorical,DK,ulcer_foot,dk
ulcerft,Categorical,REF,ulcer_foot,refuse_to_answer
ulcerftpus,Categorical,YES,ulcer_foot_pus,yes
ulcerftpus,Categorical,NO,ulcer_foot_pus,no
ulcerftpus,Categorical,DK,ulcer_foot_pus,dk
ulcerftpus,Categorical,REF,ulcer_foot_pus,refuse_to_answer
ftpusd,Non-categorical,Non-categorical variable,days_ulcer_foot_pus,
ftpusm,Non-categorical,Non-categorical variable,months_ulcer_foot_pus,
rash,Categorical,YES,rash,yes
rash,Categorical,NO,rash,no
rash,Categorical,DK,rash,dk
rash,Categorical,REF,rash,refuse_to_answer
drash,Non-categorical,Non-categorical variable,days_rash,
rashwh,Categorical,FACE,place_rash,face
rashwh,Categorical,TRUNK,place_rash,trunk
rashwh,Categorical,EVERYWHERE,place_rash,everywhere
rashwh,Categorical,EXTREMITIES,place_rash,extremities
rashwh,Categorical,DK,place_rash,dk
rashwh,Categorical,REF,place_rash,refuse_to_answer
rashmea,Categorical,YES,measels_rash,yes
rashmea,Categorical,NO,measels_rash,no
rashmea,Categorical,DK,measels_rash,dk
rashmea,Categorical,REF,measels_rash,refuse_to_answer
herps,Categorical,YES,herpes_zoster,yes
herps,Categorical,NO,herpes_zoster,no
herps,Categorical,DK,herpes_zoster,dk
herps,Categorical,REF,herpes_zoster,refuse_to_answer
skinpat,Categorical,YES,skin_flake,yes
skinpat,Categorical,NO,skin_flake,no
skinpat,Categorical,DK,skin_flake,dk
skinpat,Categorical,REF,skin_flake,refuse_to_answer
skinbl,Categorical,YES,skin_black,yes
skinbl,Categorical,NO,skin_black,no
skinbl,Categorical,DK,skin_black,dk
skinbl,Categorical,REF,skin_black,refuse_to_answer
skinred,Categorical,YES,skin_red,yes
skinred,Categorical,NO,skin_red,no
skinred,Categorical,DK,skin_red,dk
skinred,Categorical,REF,skin_red,refuse_to_answer
bleed,Categorical,YES,bleed,yes
bleed,Categorical,NO,bleed,no
bleed,Categorical,DK,bleed,dk
bleed,Categorical,REF,bleed,refuse_to_answer
nbleed,Categorical,YES,bleed_nose_mouth_anus,yes
nbleed,Categorical,NO,bleed_nose_mouth_anus,no
nbleed,Categorical,DK,bleed_nose_mouth_anus,dk
nbleed,Categorical,REF,bleed_nose_mouth_anus,refuse_to_answer
low,Categorical,YES,weight_loss,yes
low,Categorical,NO,weight_loss,no
low,Categorical,DK,weight_loss,dk
low,Categorical,REF,weight_loss,refuse_to_answer
lthin,Categorical,YES,thin,yes
lthin,Categorical,NO,thin,no
lthin,Categorical,DK,thin,dk
lthin,Categorical,REF,thin,refuse_to_answer
