hours_suckle_feed,For how many hours did the baby suckle or bottle feed?,
hours_survive_after_injury_accident,For how many hours after the accident or injury did s/he survive?,
hours_unconscious,How long before death unconsciousness started (in hours),
hours_unresponsive_to_voice,How long before he/she died did the child stop being able to respond to a voice?,
how_soon_stop_suckle,How soon after birth did the baby stop suckle or bottlefeed?,
how_soon_stop_suckle_days,How soon after birth did the baby stop suckle or bottlefeed? Days.,
how_soon_suckle_bottlefeed,How soon after birth did the baby suckle or bottle feed?,
how_soon_suckle_bottlefeed_days,How soon after birth did the baby suckle or bottle feed? Days.,
how_soon_suckle_bottlefeed_hours,How soon after birth did the baby suckle or bottle feed? Hours.,
immunized,Has the child received immunization?,
info_counterpart_traffic_accident,Do you know anything about the counterpart that was hit during the road traffic accident?,
injury_accident,Did the child have an injury or accident that resulted in his/her death?,"In core_2, options include injury, accident, neither, dk, whereas they are Y, N, DK in others"
injury_accidental,Was the child's injury accidental?,
injury_bus_occupant,"If the child suffered from a road/traffic accident, was he/she injured as a bus occupant?",
injury_car_occupant,"If the child suffered from a road/traffic accident, was he/she injured as a car occupant?",
injury_fall,Was the child injured in a fall?,
injury_intentional,Was the child injured intentionally by someone?,
injury_motorcycle,"If the child suffered from a road/traffic accident, was he/she injured on a motorcycle?",
injury_nature,Was the child injured by a force of nature?,
injury_other_inflicted,Was the child's injury or accident intentionally inflicted by someone else?,
injury_pedal_cycle,"If the child suffered from a road/traffic accident, was he/she injured as a pedal cyclist?",
injury_pedestrian,"If the child suffered from a road/traffic accident, was he/she injured as a pedestrian?",
injury_self_inflicted,Was the child's injury or accident self-inflicted?,
injury_type,What kind of injury or accident did the child suffer?,
injury_type_abuse_specific,Specific type of abuse,
injury_type_other,What kind of injury or accident did the child suffer? Other,
injury_type_other_specific,"What kind of injury or accident did the child suffer? Other, specific",
injury_type_poisoning_specific,What type of poisoning did the child suffer from?,
injury_type_specific,What kind of injury or accident did the child suffer? Specific,
intervew_stop_time,Interview stop time,
interview_date,Interview date,
interview_time,Interview time,
interview_time_of_day,Interview time of day,
interviewer_code,Interviewer code,
interviewer_comments,Interviewer's comments,
interviewer_comments_other,Interviewer's other comments,
interviewer_initials,Interviewer's initials,
interviewer_name,Interviewer name,
interviewer_notes,Interviewer's notes,
interviewer_observations,Interviewer's observations,
iv,Did the child receive (or need) intravenous fluids (drip) treatment?,
key_indicators_illness,Key indicators of the illness,
kidney_disease,Did the child suffer from kidney disease?,
lab_results_available,Laboratory/cytology results available?,
lab_results_info,Laboratory/cytology results,
labour_excess_bleeding,Was there excess bleeding on the day labor started?,
labour_pains_last,How long did he labor pains last?,
large_head,Did the child have a very large head at time of birth?,
last_move,How many hours or days before labour did you or the mother last feel the baby move?,
late_complications_pregnancy,Were there any complications in the late part of the pregnancy (defined as the last 3 months before labour)?,
late_pregnancy_mother_abdominal_pain,During the last 3 months of pregnancy did the mother suffer from abdominal pain?,
late_pregnancy_mother_blurry_vision,During the last 3 months of pregnancy did the mother suffer from blurry vision?,
late_pregnancy_mother_convulsions,During the last 3 months of pregnancy did the mother suffer from convulsions?,
late_pregnancy_mother_febrile_illness,During the last 3 months of pregnancy did the mother suffer from febrile illness?,
late_pregnancy_mother_headache,During the last 3 months of pregnancy did the mother suffer from headaches?,
late_pregnancy_mother_other_condition,During the last 3 months of pregnancy did the mother suffer from other conditions?,
late_pregnancy_mother_other_condition_specific,During the last 3 months of pregnancy did the mother suffer from other conditions? Specific,
late_pregnancy_mother_pallor,During the last 3 months of pregnancy did the mother suffer from pallor?,
late_pregnancy_mother_puffy_face,During the last 3 months of pregnancy did the mother suffer from puffy face?,
late_pregnancy_mother_smelly_discharge,During the last 3 months of pregnancy did the mother suffer from smelly vaginal discharge?,
late_pregnancy_mother_vaginal_bleeding,During the last 3 months of pregnancy did the mother suffer from vaginal bleeding?,
leprosy,Did the child suffer from leprosy?,
lethargic,During the illness that led to death did the child become lethargic after a period of normal activity?,
liquid_colour,What was the colour of the liquid when the water broke?,
liquid_smell,Was the liquid foul smelling?,
listen_fetal_heart,Did a birth attendant listen for fetal heart sound?,
literate,Was the child able to read and write?,
live_with_deceased,Did the respondent live with the deceased in the period leading to her/his death?,
liver_disease,Was there any diagnosis by a health professional of liver disease?,
location_id,Location ID,
long_labour,Was the mother in labour for unusually long (more than 24 hours)? / Was it a prolonged labour?,
lumps,Did the child have any lumps?,
lumps_armpit,Did the child have any lumps on the armpit?,
lumps_groin,Did the child have any lumps on the groin?,
lumps_mouth,Did the child have any lumps in the mouth?,
lumps_neck,Did the child have any lumps on the neck?,
lumps_other,Did the child have any lumps? Other,
lumps_specific,Did the child have any lumps? Specify,
macerated,"If the child was born dead, did the child show signs of maceration (decay)?",
machinery,Was the child injured by machinery?,
main_economic_activity,What was her/his main economic activity in the year prior to death?,
main_economic_activity_specific,What was her/his main economic activity in the year prior to death? Specific,
malaria_negative,Did the child have a recent negative test for Malaria?,
malaria_positive,Did the child have a recent positive test for Malaria?,
malaria_tested,Did the child have a recent test for malaria?,
malformation,Did the baby have any noticeable malformation?,
malformation_other,Did the baby have any noticeable malformation? Other,
malformation_specific,Did the baby have any noticeable malformation? Specific,
malformation_type,What kind of malformation did the baby have?,
malformation_type_specific,"What kind of malformation did the baby have, specific",
malnutrition,Did the child suffer from malnutrition? ,
marital_status,Marital status of deceased,
mch_anc_card_info,MCH / ANC card information,
mch_card_available,Is MCH / ANC card available?,
measles,Was the child diagnosed with measles?,
measles_1,Note vaccines the child has received: Measles 1,"Gambia, WHO2016"
measles_2,Note vaccines the child has received: Measles 2,"Gambia, WHO2016"
