variable,variable_type,responses,question_standardized,response_standardized
Section_1.2:Resultat_rempli_oui:Section_2:Viv_defunt,Categorical,non,live_with_deceased,no
Section_1.2:Resultat_rempli_oui:Section_3:Ou_decede,Categorical,hopital,place_died,hospital
Section_1.2:Resultat_rempli_oui:Section_3:Ou_decede,Categorical,maison,place_died,home
Section_1.2:Resultat_rempli_oui:Section_3:Ou_decede,Categorical,autres,place_died,other
Section_1.2:Resultat_rempli_oui:Section_3:Ou_decede,Categorical,centre_sante,place_died,other_health_facility
Section_1.2:Resultat_rempli_oui:Section_3:Autres_decede,Non-categorical,Non-categorical variable,place_died_specific,
Section_1.2:Resultat_rempli_oui:Section_3:Decede_centre,Categorical,non,place_died_health_centre,no
Section_1.2:Resultat_rempli_oui:Section_3:Decede_centre,Categorical,oui,place_died_health_centre,yes
Section_1.2:Resultat_rempli_oui:Section_3:Code_centre,Non-categorical,Non-categorical variable,health_centre_code,
Section_1.2:Resultat_rempli_oui:Section_4:Maladie,Non-categorical,Non-categorical variable,account_of_illness,
Section_1.2:Resultat_rempli_oui:Section_4:Cause1_mort,Non-categorical,Non-categorical variable,cause_death1,
Section_1.2:Resultat_rempli_oui:Section_4:Cause2_mort,Non-categorical,Non-categorical variable,cause_death2,
Section_1.2:Resultat_rempli_oui:Section_5:Maladies,Categorical,suivantes,,
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_coeur,Categorical,oui,heart_disease,yes
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_coeur,Categorical,non,heart_disease,no
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_coeur,Categorical,ne_sait_pas,heart_disease,dk
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_diabete,Categorical,oui,diabetes,yes
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_diabete,Categorical,non,diabetes,no
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_diabete,Categorical,ne_sait_pas,diabetes,dk
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_asthme,Categorical,oui,asthma,yes
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_asthme,Categorical,non,asthma,no
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_asthme,Categorical,ne_sait_pas,asthma,dk
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_epilepsie,Categorical,oui,epilepsy,yes
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_epilepsie,Categorical,non,epilepsy,no
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_epilepsie,Categorical,ne_sait_pas,epilepsy,dk
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_malnutrition,Categorical,oui,malnutrition,yes
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_malnutrition,Categorical,non,malnutrition,no
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_malnutrition,Categorical,ne_sait_pas,malnutrition,dk
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_cancer,Categorical,oui,cancer,yes
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_cancer,Categorical,non,cancer,no
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_cancer,Categorical,ne_sait_pas,cancer,dk
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Type_cancer,Non-categorical,Non-categorical variable,cancer_type_specific,
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_tuberculose,Categorical,oui,tb,yes
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_tuberculose,Categorical,non,tb,no
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_tuberculose,Categorical,ne_sait_pas,tb,dk
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_VIH,Categorical,oui,aids,yes
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_VIH,Categorical,non,aids,no
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_VIH,Categorical,ne_sait_pas,aids,dk
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_autre,Categorical,oui,other_illness,yes
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_autre,Categorical,non,other_illness,no
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_autre,Categorical,ne_sait_pas,other_illness,dk
Section_1.2:Resultat_rempli_oui:Section_5:Maladies_oui:Mal_autre1,Non-categorical,Non-categorical variable,other_illness_specific,
Section_1.2:Resultat_rempli_oui:Section_6:Blessure,Categorical,non,injury_accident,yes
Section_1.2:Resultat_rempli_oui:Section_6:Blessure,Categorical,oui,injury_accident,no
Section_1.2:Resultat_rempli_oui:Section_6:Blessure,Categorical,ne_sait_pas,injury_accident,dk
Section_1.2:Resultat_rempli_oui:Section_6:Blessure_oui:Type_blessure,Categorical,transport,injury_type,road_accident
Section_1.2:Resultat_rempli_oui:Section_6:Blessure_oui:Type_blessure,Categorical,chute,injury_type,fall
Section_1.2:Resultat_rempli_oui:Section_6:Blessure_oui:Type_blessure,Categorical,brulure,injury_type,burn
Section_1.2:Resultat_rempli_oui:Section_6:Blessure_oui:Type_blessure,Categorical,autre,injury_type,other
Section_1.2:Resultat_rempli_oui:Section_6:Blessure_oui:Autre_blessure,Non-categorical,Non-categorical variable,injury_type_other,
Section_1.2:Resultat_rempli_oui:Section_6:Blessure_oui:Blessure_inflge,Categorical,oui,injury_other_inflicted,yes
Section_1.2:Resultat_rempli_oui:Section_6:Blessure_oui:Blessure_inflge,Categorical,non,injury_other_inflicted,no
Section_1.2:Resultat_rempli_oui:Section_6:Blessure_oui:Blessure_inflge,Categorical,ne_sait_pas,injury_other_inflicted,dk
Section_1.2:Resultat_rempli_oui:Section_6:Animal,Categorical,oui,venomous_animal,yes
Section_1.2:Resultat_rempli_oui:Section_6:Animal,Categorical,non,venomous_animal,no
Section_1.2:Resultat_rempli_oui:Section_6:Animal,Categorical,ne_sait_pas,venomous_animal,dk
Section_1.2.Resultat_rempli_oui.Section_6.Type_animal,Categorical,chien,animal_specific,dog
Section_1.2.Resultat_rempli_oui.Section_6.Type_animal,Categorical,serpent,animal_specific,snake
Section_1.2.Resultat_rempli_oui.Section_6.Type_animal,Categorical,insecte,animal_specific,insect
Section_1.2.Resultat_rempli_oui.Section_6.Type_animal,Categorical,ne_sait_pas,animal_specific,dk
Section_1.2:Resultat_rempli_oui:Section_6:Autre_animal,Non-categorical,Non-categorical variable,animal_other,
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee,Categorical,non,,
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee,Categorical,oui,,
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Petit,Categorical,non,small_at_birth,yes
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Petit,Categorical,oui,small_at_birth,no
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Petit,Categorical,ne_sait_pas,small_at_birth,dk
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Premature,Categorical,non,premature,yes
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Premature,Categorical,oui,premature,no
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Premature,Categorical,ne_sait_pas,premature,dk
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Grossesse_mois,Non-categorical,Non,months_pregnancy,
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Croissance,Categorical,oui,grow_normal_before_illness,yes
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Croissance,Categorical,non,grow_normal_before_illness,no
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Croissance,Categorical,ne_sait_pas,grow_normal_before_illness,dk
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Bombement,Categorical,non,bulging_fontanelle,yes
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Bombement,Categorical,oui,bulging_fontanelle,no
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Bombement,Categorical,ne_sait_pas,bulging_fontanelle,dk
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Jours_bombement,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Jours_bombement,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_7:Plus_annee_oui:Jours_bombement1,Non-categorical,Non-categorical variable,days_bulging_fontanelle,
Section_1.2:Resultat_rempli_oui:Section_8:Mere_maintenant,Categorical,saine,mother_current_health,healthy
Section_1.2:Resultat_rempli_oui:Section_8:Mere_maintenant,Categorical,malade,mother_current_health,sick
Section_1.2:Resultat_rempli_oui:Section_8:Mere_maintenant,Categorical,pas_vie,mother_current_health,died
Section_1.2:Resultat_rempli_oui:Section_8:Mere_maintenant,Categorical,dk,mother_current_health,dk
Section_1.2:Resultat_rempli_oui:Section_8:Temps_malade,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Temps_malade,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Temps_malade1,Non-categorical,Non-categorical variable,days_ill_before_death,
Section_1.2:Resultat_rempli_oui:Section_8:Fievre,Categorical,oui,fever,yes
Section_1.2:Resultat_rempli_oui:Section_8:Fievre,Categorical,non,fever,no
Section_1.2:Resultat_rempli_oui:Section_8:Fievre,Categorical,ne_sait_pas,fever,dk
Section_1.2:Resultat_rempli_oui:Section_8:Fievre_oui:Temps_fievre,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Fievre_oui:Temps_fievre,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Fievre_oui:Jours_fievre,Non-categorical,Non-categorical variable,days_fever,
Section_1.2:Resultat_rempli_oui:Section_8:Fievre_oui:Fievre_severe,Categorical,oui,fever_severe,yes
Section_1.2:Resultat_rempli_oui:Section_8:Fievre_oui:Fievre_severe,Categorical,non,fever_severe,no
Section_1.2:Resultat_rempli_oui:Section_8:Fievre_oui:Fievre_severe,Categorical,ne_sait_pas,fever_severe,dk
Section_1.2:Resultat_rempli_oui:Section_8:Fievre_oui:Fievre_continue,Categorical,continue,fever_continue,yes
Section_1.2:Resultat_rempli_oui:Section_8:Fievre_oui:Fievre_continue,Categorical,intermittente,fever_continue,no
Section_1.2:Resultat_rempli_oui:Section_8:Fievre_oui:Fievre_continue,Categorical,ne_sait_pas,fever_continue,dk
Section_1.2:Resultat_rempli_oui:Section_8:Fievre_oui:Frissons,Categorical,oui,chills,yes
Section_1.2:Resultat_rempli_oui:Section_8:Fievre_oui:Frissons,Categorical,non,chills,no
Section_1.2:Resultat_rempli_oui:Section_8:Fievre_oui:Frissons,Categorical,ne_sait_pas,chills,dk
Section_1.2:Resultat_rempli_oui:Section_8:Toux,Categorical,oui,cough,yes
Section_1.2:Resultat_rempli_oui:Section_8:Toux,Categorical,non,cough,no
Section_1.2:Resultat_rempli_oui:Section_8:Toux,Categorical,ne_sait_pas,cough,dk
Section_1.2:Resultat_rempli_oui:Section_8:Toux_oui:Temps_toux,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Toux_oui:Temps_toux,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Toux_oui:Temps_toux1,Non-categorical,Non-categorical variable,days_cough,
Section_1.2:Resultat_rempli_oui:Section_8:Toux_oui:Toux_severe,Categorical,oui,cough_severe,
Section_1.2:Resultat_rempli_oui:Section_8:Toux_oui:Toux_severe,Categorical,non,cough_severe,
Section_1.2:Resultat_rempli_oui:Section_8:Toux_oui:Toux_severe,Categorical,ne_sait_pas,cough_severe,
Section_1.2:Resultat_rempli_oui:Section_8:Toux_oui:Toux_vomi,Categorical,oui,cough_vomit,
Section_1.2:Resultat_rempli_oui:Section_8:Toux_oui:Toux_vomi,Categorical,non,cough_vomit,
Section_1.2:Resultat_rempli_oui:Section_8:Toux_oui:Toux_vomi,Categorical,ne_sait_pas,cough_vomit,
Section_1.2:Resultat_rempli_oui:Section_8:Resp_rapide,Categorical,oui,fast_breathing,yes
Section_1.2:Resultat_rempli_oui:Section_8:Resp_rapide,Categorical,non,fast_breathing,no
Section_1.2:Resultat_rempli_oui:Section_8:Resp_rapide,Categorical,ne_sait_pas,fast_breathing,dk
Section_1.2:Resultat_rempli_oui:Section_8:Temps_resp_rapide,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Temps_resp_rapide,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Temps_resp_rapide1,Non-categorical,Non-categorical variable,days_fast_breathing,
Section_1.2:Resultat_rempli_oui:Section_8:Difficulte_resp,Categorical,oui,difficulty_breathing,yes
Section_1.2:Resultat_rempli_oui:Section_8:Difficulte_resp,Categorical,non,difficulty_breathing,no
Section_1.2:Resultat_rempli_oui:Section_8:Difficulte_resp,Categorical,ne_sait_pas,difficulty_breathing,dk
Section_1.2:Resultat_rempli_oui:Section_8:Temps_difficulte_resp,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Temps_difficulte_resp,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Temps_difficulte_resp1,Non-categorical,Non-categorical variable,days_difficulty_breathing,
Section_1.2:Resultat_rempli_oui:Section_8:Tirage,Categorical,oui,chest_pull_in,
Section_1.2:Resultat_rempli_oui:Section_8:Tirage,Categorical,non,chest_pull_in,
Section_1.2:Resultat_rempli_oui:Section_8:Tirage,Categorical,ne_sait_pas,chest_pull_in,
Section_1.2:Resultat_rempli_oui:Section_8:Temps_tirage,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Temps_tirage,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Temps_tirage1,Non-categorical,Non-categorical variable,days_chest_pull_in,
Section_1.2:Resultat_rempli_oui:Section_8:Resp_bruyante,Categorical,oui,noisy_breathing,yes
Section_1.2:Resultat_rempli_oui:Section_8:Resp_bruyante,Categorical,non,noisy_breathing,no
Section_1.2:Resultat_rempli_oui:Section_8:Resp_bruyante,Categorical,ne_sait_pas,noisy_breathing,dk
Section_1.2:Resultat_rempli_oui:Section_8:Ouv_narines,Categorical,oui,flaring_nostrils,yes
Section_1.2:Resultat_rempli_oui:Section_8:Ouv_narines,Categorical,non,flaring_nostrils,no
Section_1.2:Resultat_rempli_oui:Section_8:Ouv_narines,Categorical,ne_sait_pas,flaring_nostrils,dk
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee,Categorical,oui,diarrhea,yes
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee,Categorical,non,diarrhea,no
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee,Categorical,ne_sait_pas,diarrhea,dk
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Temps_diarrhee,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Temps_diarrhee,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Temps_diarrhee1,Non-categorical,Non-categorical variable,days_diarrhea,
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Selles,Categorical,selles,,
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Selles,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Selles1,Non-categorical,Non-categorical variable,number_stools_per_day,
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Sang_selles,Categorical,oui,bloody_stool,yes
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Sang_selles,Categorical,non,bloody_stool,no
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Sang_selles,Categorical,ne_sait_pas,bloody_stool,dk
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Deshydrate_diarrhee,Categorical,oui,dehydrated,yes
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Deshydrate_diarrhee,Categorical,non,dehydrated,no
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Deshydrate_diarrhee,Categorical,ne_sait_pas,dehydrated,dk
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Yeux_enfonces,Categorical,oui,sunken_eye,yes
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Yeux_enfonces,Categorical,non,sunken_eye,no
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Yeux_enfonces,Categorical,ne_sait_pas,sunken_eye,dk
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Temps_enfonces,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Temps_enfonces,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Temps_enfonces1,Non-categorical,Non-categorical variable,days_sunken_eye,
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Peau_ridee,Categorical,oui,wrinkled_skin,yes
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Peau_ridee,Categorical,non,wrinkled_skin,no
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Peau_ridee,Categorical,ne_sait_pas,wrinkled_skin,dk
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Liquide_SRO,Categorical,oui,oral_rehydration,yes
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Liquide_SRO,Categorical,non,oral_rehydration,no
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Liquide_SRO,Categorical,ne_sait_pas,oral_rehydration,dk
Section_1.2:Resultat_rempli_oui:Section_8:Vomi,Categorical,non,vomit,yes
Section_1.2:Resultat_rempli_oui:Section_8:Vomi,Categorical,oui,vomit,no
Section_1.2:Resultat_rempli_oui:Section_8:Vomi,Categorical,ne_sait_pas,vomit,dk
Section_1.2:Resultat_rempli_oui:Section_8:Vomi_oui:Temps_vomi,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Vomi_oui:Temps_vomi,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Vomi_oui:Temps_vomi1,Non-categorical,Non-categorical variable,days_vomit,
Section_1.2:Resultat_rempli_oui:Section_8:Vomi_oui:Fois_vomi,Categorical,untitled,,
Section_1.2:Resultat_rempli_oui:Section_8:Vomi_oui:Fois_vomi,Categorical,fois,,
Section_1.2:Resultat_rempli_oui:Section_8:Vomi_oui:Fois_vomi1,Non-categorical,Non-categorical variable,times_vomit,
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab,Categorical,oui,abdomen_pain,yes
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab,Categorical,non,abdomen_pain,no
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab,Categorical,ne_sait_pas,abdomen_pain,dk
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab_oui:Temps_douleur_ab,Categorical,jours,days_abdomen_pain,
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab_oui:Temps_douleur_ab,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab_oui:Temps_douleur_ab1,Non-categorical,Non-categorical variable,days_abdomen_pain,
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab_oui:Douleur_ab_severe,Categorical,oui,abdomen_pain_severe,yes
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab_oui:Douleur_ab_severe,Categorical,non,abdomen_pain_severe,no
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab_oui:Douleur_ab_severe,Categorical,ne_sait_pas,abdomen_pain_severe,dk
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab,Categorical,oui,protruding_abdomen,yes
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab,Categorical,non,protruding_abdomen,no
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab,Categorical,ne_sait_pas,protruding_abdomen,dk
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab_oui:Temps_distension_ab,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab_oui:Temps_distension_ab,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab_oui:Temps_distension_ab1,Non-categorical,Non-categorical variable,days_protruding_abdomen,
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab_oui:Distension_rapid,Categorical,rapidement,rapidly_protruding_abdomen,rapid
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab_oui:Distension_rapid,Categorical,graduellement,rapidly_protruding_abdomen,gradual
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab_oui:Distension_rapid,Categorical,ne_sait_pas,rapidly_protruding_abdomen,dk
Section_1.2:Resultat_rempli_oui:Section_8:Sans_selle,Categorical,oui,no_stool,yes
Section_1.2:Resultat_rempli_oui:Section_8:Sans_selle,Categorical,non,no_stool,no
Section_1.2:Resultat_rempli_oui:Section_8:Sans_selle,Categorical,ne_sait_pas,no_stool,dk
Section_1.2:Resultat_rempli_oui:Section_8:Masse_abdomen,Categorical,oui,abdomen_mass,yes
Section_1.2:Resultat_rempli_oui:Section_8:Masse_abdomen,Categorical,non,abdomen_mass,no
Section_1.2:Resultat_rempli_oui:Section_8:Masse_abdomen,Categorical,ne_sait_pas,abdomen_mass,dk
Section_1.2:Resultat_rempli_oui:Section_8:Temps_masse_ab,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Temps_masse_ab,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Temps_masse_ab1,Non-categorical,Non-categorical variable,days_abdomen_mass,
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete,Categorical,oui,headache,yes
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete,Categorical,non,headache,no
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete,Categorical,ne_sait_pas,headache,dk
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete_oui:Temps_mal_tete,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete_oui:Temps_mal_tete,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete_oui:Temps_mal_tete1,Non-categorical,Non-categorical variable,days_headache,
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete_oui:Mal_tete_severe,Categorical,non,severe_headache,yes
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete_oui:Mal_tete_severe,Categorical,oui,severe_headache,no
Section_1.2:Resultat_rempli_oui:Section_8:Cou_raide,Categorical,oui,stiff_neck,yes
Section_1.2:Resultat_rempli_oui:Section_8:Cou_raide,Categorical,non,stiff_neck,no
Section_1.2:Resultat_rempli_oui:Section_8:Cou_raide,Categorical,ne_sait_pas,stiff_neck,dk
Section_1.2:Resultat_rempli_oui:Section_8:Temps_cou_raide,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Temps_cou_raide1,Non-categorical,Non-categorical variable,days_stiff_neck,
Section_1.2:Resultat_rempli_oui:Section_8:Inconscient,Categorical,non,unconscious,yes
Section_1.2:Resultat_rempli_oui:Section_8:Inconscient,Categorical,oui,unconscious,no
Section_1.2:Resultat_rempli_oui:Section_8:Inconscient,Categorical,ne_sait_pas,unconscious,dk
Section_1.2:Resultat_rempli_oui:Section_8:Inconscient_oui:Temps_inconscient,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Inconscient_oui:Temps_inconscient1,Non-categorical,Non-categorical variable,days_unconscious,
Section_1.2:Resultat_rempli_oui:Section_8:Inconscient_oui:Inconscience_brusque,Categorical,brusquement,unconscious_sudden,suddenly
Section_1.2:Resultat_rempli_oui:Section_8:Convulsions,Categorical,oui,convulsions,yes
Section_1.2:Resultat_rempli_oui:Section_8:Convulsions,Categorical,non,convulsions,no
Section_1.2:Resultat_rempli_oui:Section_8:Convulsions,Categorical,ne_sait_pas,convulsions,dk
Section_1.2:Resultat_rempli_oui:Section_8:Temps_convulsions,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Temps_convulsions,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Temps_convulsions1,Non-categorical,Non-categorical variable,days_convulsions,
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses,Categorical,oui,paralyzed,yes
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses,Categorical,non,paralyzed,no
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses,Categorical,ne_sait_pas,paralyzed,dk
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses_oui:Temps_paralyses,Categorical,jours,,
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses_oui:Temps_paralyses,Categorical,ne_sait_pas,,
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses_oui:Temps_paralyses1,Non-categorical,Non-categorical variable,days_paralyzed,
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses_oui:Paralysie_brusque,Categorical,brusquement,paralyzed_sudden,suddenly
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses_oui:Paralysie_brusque,Categorical,lentement,paralyzed_sudden,slowly
